Area,Item,Year,Value
Africa,"Meat indigenous, cattle",1961,1796412
Africa,"Meat indigenous, cattle",1962,1787230
Africa,"Meat indigenous, cattle",1963,1835440
Africa,"Meat indigenous, cattle",1964,1905052
Africa,"Meat indigenous, cattle",1965,1946785
Africa,"Meat indigenous, cattle",1966,2008912
Africa,"Meat indigenous, cattle",1967,2014471
Africa,"Meat indigenous, cattle",1968,2042182
Africa,"Meat indigenous, cattle",1969,2130367
Africa,"Meat indigenous, cattle",1970,2200595
Africa,"Meat indigenous, cattle",1971,2186301
Africa,"Meat indigenous, cattle",1972,2251414
Africa,"Meat indigenous, cattle",1973,2351365
Africa,"Meat indigenous, cattle",1974,2383449
Africa,"Meat indigenous, cattle",1975,2342665
Africa,"Meat indigenous, cattle",1976,2473268
Africa,"Meat indigenous, cattle",1977,2582018
Africa,"Meat indigenous, cattle",1978,2736554
Africa,"Meat indigenous, cattle",1979,2822081
Africa,"Meat indigenous, cattle",1980,2885495
Africa,"Meat indigenous, cattle",1981,2853228
Africa,"Meat indigenous, cattle",1982,3004979
Africa,"Meat indigenous, cattle",1983,3029733
Africa,"Meat indigenous, cattle",1984,3073919
Africa,"Meat indigenous, cattle",1985,3153066
Africa,"Meat indigenous, cattle",1986,3066822
Africa,"Meat indigenous, cattle",1987,2999241
Africa,"Meat indigenous, cattle",1988,2986025
Africa,"Meat indigenous, cattle",1989,3045842
Africa,"Meat indigenous, cattle",1990,3304253
Africa,"Meat indigenous, cattle",1991,3468596
Africa,"Meat indigenous, cattle",1992,3511743
Africa,"Meat indigenous, cattle",1993,3540377
Africa,"Meat indigenous, cattle",1994,3434640
Africa,"Meat indigenous, cattle",1995,3370702
Africa,"Meat indigenous, cattle",1996,3490650
Africa,"Meat indigenous, cattle",1997,3546874
Africa,"Meat indigenous, cattle",1998,3634872
Africa,"Meat indigenous, cattle",1999,3808340
Africa,"Meat indigenous, cattle",2000,3992238
Africa,"Meat indigenous, cattle",2001,3913230
Africa,"Meat indigenous, cattle",2002,4121371
Africa,"Meat indigenous, cattle",2003,4264111
Africa,"Meat indigenous, cattle",2004,4374265
Africa,"Meat indigenous, cattle",2005,4634537
Africa,"Meat indigenous, cattle",2006,4839119
Africa,"Meat indigenous, cattle",2007,4948653
Africa,"Meat indigenous, cattle",2008,5165717
Africa,"Meat indigenous, cattle",2009,5184400
Africa,"Meat indigenous, cattle",2010,5374932
Africa,"Meat indigenous, cattle",2011,5408191
Africa,"Meat indigenous, cattle",2012,5100792
Africa,"Meat indigenous, cattle",2013,5240746
Africa,"Meat indigenous, chicken",1961,268258
Africa,"Meat indigenous, chicken",1962,284599
Africa,"Meat indigenous, chicken",1963,297141
Africa,"Meat indigenous, chicken",1964,318657
Africa,"Meat indigenous, chicken",1965,337849
Africa,"Meat indigenous, chicken",1966,362453
Africa,"Meat indigenous, chicken",1967,390416
Africa,"Meat indigenous, chicken",1968,417799
Africa,"Meat indigenous, chicken",1969,458335
Africa,"Meat indigenous, chicken",1970,485451
Africa,"Meat indigenous, chicken",1971,505679
Africa,"Meat indigenous, chicken",1972,548569
Africa,"Meat indigenous, chicken",1973,593229
Africa,"Meat indigenous, chicken",1974,605360
Africa,"Meat indigenous, chicken",1975,662853
Africa,"Meat indigenous, chicken",1976,716476
Africa,"Meat indigenous, chicken",1977,756172
Africa,"Meat indigenous, chicken",1978,786975
Africa,"Meat indigenous, chicken",1979,813137
Africa,"Meat indigenous, chicken",1980,860242
Africa,"Meat indigenous, chicken",1981,914799
Africa,"Meat indigenous, chicken",1982,977493
Africa,"Meat indigenous, chicken",1983,1034719
Africa,"Meat indigenous, chicken",1984,1106313
Africa,"Meat indigenous, chicken",1985,1182293
Africa,"Meat indigenous, chicken",1986,1260582
Africa,"Meat indigenous, chicken",1987,1312457
Africa,"Meat indigenous, chicken",1988,1366945
Africa,"Meat indigenous, chicken",1989,1422431
Africa,"Meat indigenous, chicken",1990,1818591
Africa,"Meat indigenous, chicken",1991,1826348
Africa,"Meat indigenous, chicken",1992,1861800
Africa,"Meat indigenous, chicken",1993,1874727
Africa,"Meat indigenous, chicken",1994,1978835
Africa,"Meat indigenous, chicken",1995,2136940
Africa,"Meat indigenous, chicken",1996,2250600
Africa,"Meat indigenous, chicken",1997,2443203
Africa,"Meat indigenous, chicken",1998,2474934
Africa,"Meat indigenous, chicken",1999,2602504
Africa,"Meat indigenous, chicken",2000,2755411
Africa,"Meat indigenous, chicken",2001,2953473
Africa,"Meat indigenous, chicken",2002,3040368
Africa,"Meat indigenous, chicken",2003,3107954
Africa,"Meat indigenous, chicken",2004,3184906
Africa,"Meat indigenous, chicken",2005,3269688
Africa,"Meat indigenous, chicken",2006,3349574
Africa,"Meat indigenous, chicken",2007,3695364
Africa,"Meat indigenous, chicken",2008,3955022
Africa,"Meat indigenous, chicken",2009,4155204
Africa,"Meat indigenous, chicken",2010,4469488
Africa,"Meat indigenous, chicken",2011,4498859
Africa,"Meat indigenous, chicken",2012,4510407
Africa,"Meat indigenous, chicken",2013,4646702
Africa,"Meat indigenous, goat",1961,313546
Africa,"Meat indigenous, goat",1962,321505
Africa,"Meat indigenous, goat",1963,319110
Africa,"Meat indigenous, goat",1964,326418
Africa,"Meat indigenous, goat",1965,341490
Africa,"Meat indigenous, goat",1966,349727
Africa,"Meat indigenous, goat",1967,362366
Africa,"Meat indigenous, goat",1968,375728
Africa,"Meat indigenous, goat",1969,386615
Africa,"Meat indigenous, goat",1970,395037
Africa,"Meat indigenous, goat",1971,394902
Africa,"Meat indigenous, goat",1972,400203
Africa,"Meat indigenous, goat",1973,385449
Africa,"Meat indigenous, goat",1974,392636
Africa,"Meat indigenous, goat",1975,412631
Africa,"Meat indigenous, goat",1976,417387
Africa,"Meat indigenous, goat",1977,439253
Africa,"Meat indigenous, goat",1978,476245
Africa,"Meat indigenous, goat",1979,493488
Africa,"Meat indigenous, goat",1980,510608
Africa,"Meat indigenous, goat",1981,504110
Africa,"Meat indigenous, goat",1982,517610
Africa,"Meat indigenous, goat",1983,528812
Africa,"Meat indigenous, goat",1984,529752
Africa,"Meat indigenous, goat",1985,534661
Africa,"Meat indigenous, goat",1986,553446
Africa,"Meat indigenous, goat",1987,589273
Africa,"Meat indigenous, goat",1988,621202
Africa,"Meat indigenous, goat",1989,648796
Africa,"Meat indigenous, goat",1990,660184
Africa,"Meat indigenous, goat",1991,682754
Africa,"Meat indigenous, goat",1992,702906
Africa,"Meat indigenous, goat",1993,691474
Africa,"Meat indigenous, goat",1994,723153
Africa,"Meat indigenous, goat",1995,777635
Africa,"Meat indigenous, goat",1996,807325
Africa,"Meat indigenous, goat",1997,847236
Africa,"Meat indigenous, goat",1998,857507
Africa,"Meat indigenous, goat",1999,884545
Africa,"Meat indigenous, goat",2000,916648
Africa,"Meat indigenous, goat",2001,954076
Africa,"Meat indigenous, goat",2002,990791
Africa,"Meat indigenous, goat",2003,1015209
Africa,"Meat indigenous, goat",2004,1047671
Africa,"Meat indigenous, goat",2005,1129607
Africa,"Meat indigenous, goat",2006,1132327
Africa,"Meat indigenous, goat",2007,1183476
Africa,"Meat indigenous, goat",2008,1213821
Africa,"Meat indigenous, goat",2009,1245000
Africa,"Meat indigenous, goat",2010,1258022
Africa,"Meat indigenous, goat",2011,1294190
Africa,"Meat indigenous, goat",2012,1150921
Africa,"Meat indigenous, goat",2013,1168717
Africa,"Meat indigenous, pig",1961,185508
Africa,"Meat indigenous, pig",1962,191102
Africa,"Meat indigenous, pig",1963,195065
Africa,"Meat indigenous, pig",1964,206796
Africa,"Meat indigenous, pig",1965,212598
Africa,"Meat indigenous, pig",1966,217913
Africa,"Meat indigenous, pig",1967,232145
Africa,"Meat indigenous, pig",1968,239936
Africa,"Meat indigenous, pig",1969,257762
Africa,"Meat indigenous, pig",1970,260233
Africa,"Meat indigenous, pig",1971,268288
Africa,"Meat indigenous, pig",1972,290103
Africa,"Meat indigenous, pig",1973,301728
Africa,"Meat indigenous, pig",1974,294485
Africa,"Meat indigenous, pig",1975,298334
Africa,"Meat indigenous, pig",1976,311505
Africa,"Meat indigenous, pig",1977,322525
Africa,"Meat indigenous, pig",1978,326877
Africa,"Meat indigenous, pig",1979,328972
Africa,"Meat indigenous, pig",1980,341577
Africa,"Meat indigenous, pig",1981,360704
Africa,"Meat indigenous, pig",1982,373030
Africa,"Meat indigenous, pig",1983,381676
Africa,"Meat indigenous, pig",1984,401103
Africa,"Meat indigenous, pig",1985,416814
Africa,"Meat indigenous, pig",1986,447523
Africa,"Meat indigenous, pig",1987,486240
Africa,"Meat indigenous, pig",1988,506304
Africa,"Meat indigenous, pig",1989,559773
Africa,"Meat indigenous, pig",1990,581968
Africa,"Meat indigenous, pig",1991,564908
Africa,"Meat indigenous, pig",1992,601303
Africa,"Meat indigenous, pig",1993,596468
Africa,"Meat indigenous, pig",1994,606608
Africa,"Meat indigenous, pig",1995,746868
Africa,"Meat indigenous, pig",1996,755398
Africa,"Meat indigenous, pig",1997,776355
Africa,"Meat indigenous, pig",1998,763200
Africa,"Meat indigenous, pig",1999,773625
Africa,"Meat indigenous, pig",2000,768074
Africa,"Meat indigenous, pig",2001,787340
Africa,"Meat indigenous, pig",2002,816313
Africa,"Meat indigenous, pig",2003,818704
Africa,"Meat indigenous, pig",2004,882802
Africa,"Meat indigenous, pig",2005,940258
Africa,"Meat indigenous, pig",2006,954259
Africa,"Meat indigenous, pig",2007,1072845
Africa,"Meat indigenous, pig",2008,1186152
Africa,"Meat indigenous, pig",2009,1222276
Africa,"Meat indigenous, pig",2010,1136933
Africa,"Meat indigenous, pig",2011,1182810
Africa,"Meat indigenous, pig",2012,1250709
Africa,"Meat indigenous, pig",2013,1299068
Africa,"Meat indigenous, sheep",1961,481960
Africa,"Meat indigenous, sheep",1962,479055
Africa,"Meat indigenous, sheep",1963,477272
Africa,"Meat indigenous, sheep",1964,498217
Africa,"Meat indigenous, sheep",1965,524248
Africa,"Meat indigenous, sheep",1966,547796
Africa,"Meat indigenous, sheep",1967,561137
Africa,"Meat indigenous, sheep",1968,603316
Africa,"Meat indigenous, sheep",1969,638304
Africa,"Meat indigenous, sheep",1970,621516
Africa,"Meat indigenous, sheep",1971,632688
Africa,"Meat indigenous, sheep",1972,660975
Africa,"Meat indigenous, sheep",1973,611163
Africa,"Meat indigenous, sheep",1974,576610
Africa,"Meat indigenous, sheep",1975,611520
Africa,"Meat indigenous, sheep",1976,644158
Africa,"Meat indigenous, sheep",1977,658801
Africa,"Meat indigenous, sheep",1978,686402
Africa,"Meat indigenous, sheep",1979,706754
Africa,"Meat indigenous, sheep",1980,736500
Africa,"Meat indigenous, sheep",1981,763858
Africa,"Meat indigenous, sheep",1982,747709
Africa,"Meat indigenous, sheep",1983,746744
Africa,"Meat indigenous, sheep",1984,757738
Africa,"Meat indigenous, sheep",1985,790617
Africa,"Meat indigenous, sheep",1986,751193
Africa,"Meat indigenous, sheep",1987,799400
Africa,"Meat indigenous, sheep",1988,864393
Africa,"Meat indigenous, sheep",1989,904988
Africa,"Meat indigenous, sheep",1990,924509
Africa,"Meat indigenous, sheep",1991,922708
Africa,"Meat indigenous, sheep",1992,954444
Africa,"Meat indigenous, sheep",1993,950812
Africa,"Meat indigenous, sheep",1994,988604
Africa,"Meat indigenous, sheep",1995,1011205
Africa,"Meat indigenous, sheep",1996,1013561
Africa,"Meat indigenous, sheep",1997,1067877
Africa,"Meat indigenous, sheep",1998,1151680
Africa,"Meat indigenous, sheep",1999,1245061
Africa,"Meat indigenous, sheep",2000,1254515
Africa,"Meat indigenous, sheep",2001,1271711
Africa,"Meat indigenous, sheep",2002,1318944
Africa,"Meat indigenous, sheep",2003,1339146
Africa,"Meat indigenous, sheep",2004,1361422
Africa,"Meat indigenous, sheep",2005,1410447
Africa,"Meat indigenous, sheep",2006,1474552
Africa,"Meat indigenous, sheep",2007,1482541
Africa,"Meat indigenous, sheep",2008,1537160
Africa,"Meat indigenous, sheep",2009,1593151
Africa,"Meat indigenous, sheep",2010,1634200
Africa,"Meat indigenous, sheep",2011,1708148
Africa,"Meat indigenous, sheep",2012,1374648
Africa,"Meat indigenous, sheep",2013,1377642
Northern America,"Meat indigenous, cattle",1961,8044851
Northern America,"Meat indigenous, cattle",1962,8008684
Northern America,"Meat indigenous, cattle",1963,8540315
Northern America,"Meat indigenous, cattle",1964,9565887
Northern America,"Meat indigenous, cattle",1965,9793911
Northern America,"Meat indigenous, cattle",1966,10184921
Northern America,"Meat indigenous, cattle",1967,10348176
Northern America,"Meat indigenous, cattle",1968,10665975
Northern America,"Meat indigenous, cattle",1969,10703054
Northern America,"Meat indigenous, cattle",1970,10907013
Northern America,"Meat indigenous, cattle",1971,11011131
Northern America,"Meat indigenous, cattle",1972,11224569
Northern America,"Meat indigenous, cattle",1973,10625494
Northern America,"Meat indigenous, cattle",1974,11631989
Northern America,"Meat indigenous, cattle",1975,12338411
Northern America,"Meat indigenous, cattle",1976,13290298
Northern America,"Meat indigenous, cattle",1977,12940486
Northern America,"Meat indigenous, cattle",1978,12279650
Northern America,"Meat indigenous, cattle",1979,10851457
Northern America,"Meat indigenous, cattle",1980,10947145
Northern America,"Meat indigenous, cattle",1981,11231680
Northern America,"Meat indigenous, cattle",1982,11400357
Northern America,"Meat indigenous, cattle",1983,11721630
Northern America,"Meat indigenous, cattle",1984,11893026
Northern America,"Meat indigenous, cattle",1985,11993325
Northern America,"Meat indigenous, cattle",1986,12222382
Northern America,"Meat indigenous, cattle",1987,11737337
Northern America,"Meat indigenous, cattle",1988,11808979
Northern America,"Meat indigenous, cattle",1989,11518502
Northern America,"Meat indigenous, cattle",1990,11311672
Northern America,"Meat indigenous, cattle",1991,11349635
Northern America,"Meat indigenous, cattle",1992,11589490
Northern America,"Meat indigenous, cattle",1993,11443122
Northern America,"Meat indigenous, cattle",1994,12100147
Northern America,"Meat indigenous, cattle",1995,12436970
Northern America,"Meat indigenous, cattle",1996,12943397
Northern America,"Meat indigenous, cattle",1997,12955199
Northern America,"Meat indigenous, cattle",1998,12879406
Northern America,"Meat indigenous, cattle",1999,13261345
Northern America,"Meat indigenous, cattle",2000,13450725
Northern America,"Meat indigenous, cattle",2001,13202625
Northern America,"Meat indigenous, cattle",2002,13509626
Northern America,"Meat indigenous, cattle",2003,13069725
Northern America,"Meat indigenous, cattle",2004,12348225
Northern America,"Meat indigenous, cattle",2005,12485525
Northern America,"Meat indigenous, cattle",2006,12885294
Northern America,"Meat indigenous, cattle",2007,12725764
Northern America,"Meat indigenous, cattle",2008,12960029
Northern America,"Meat indigenous, cattle",2009,12719029
Northern America,"Meat indigenous, cattle",2010,12820909
Northern America,"Meat indigenous, cattle",2011,12656329
Northern America,"Meat indigenous, cattle",2012,11846630
Northern America,"Meat indigenous, cattle",2013,11896010
Northern America,"Meat indigenous, chicken",1961,2803403
Northern America,"Meat indigenous, chicken",1962,2816656
Northern America,"Meat indigenous, chicken",1963,2946636
Northern America,"Meat indigenous, chicken",1964,3040124
Northern America,"Meat indigenous, chicken",1965,3242413
Northern America,"Meat indigenous, chicken",1966,3528005
Northern America,"Meat indigenous, chicken",1967,3623719
Northern America,"Meat indigenous, chicken",1968,3642885
Northern America,"Meat indigenous, chicken",1969,3900868
Northern America,"Meat indigenous, chicken",1970,4184156
Northern America,"Meat indigenous, chicken",1971,4185663
Northern America,"Meat indigenous, chicken",1972,4369992
Northern America,"Meat indigenous, chicken",1973,4289342
Northern America,"Meat indigenous, chicken",1974,4313958
Northern America,"Meat indigenous, chicken",1975,4217601
Northern America,"Meat indigenous, chicken",1976,4673545
Northern America,"Meat indigenous, chicken",1977,4723856
Northern America,"Meat indigenous, chicken",1978,5130675
Northern America,"Meat indigenous, chicken",1979,5653578
Northern America,"Meat indigenous, chicken",1980,5797563
Northern America,"Meat indigenous, chicken",1981,6142535
Northern America,"Meat indigenous, chicken",1982,6185494
Northern America,"Meat indigenous, chicken",1983,6301002
Northern America,"Meat indigenous, chicken",1984,6606540
Northern America,"Meat indigenous, chicken",1985,6905481
Northern America,"Meat indigenous, chicken",1986,7235344
Northern America,"Meat indigenous, chicken",1987,7853341
Northern America,"Meat indigenous, chicken",1988,8129030
Northern America,"Meat indigenous, chicken",1989,8672112
Northern America,"Meat indigenous, chicken",1990,9259422
Northern America,"Meat indigenous, chicken",1991,9788458
Northern America,"Meat indigenous, chicken",1992,10386487
Northern America,"Meat indigenous, chicken",1993,10849882
Northern America,"Meat indigenous, chicken",1994,11680870
Northern America,"Meat indigenous, chicken",1995,12204702
Northern America,"Meat indigenous, chicken",1996,12819300
Northern America,"Meat indigenous, chicken",1997,13235303
Northern America,"Meat indigenous, chicken",1998,13538103
Northern America,"Meat indigenous, chicken",1999,14482803
Northern America,"Meat indigenous, chicken",2000,14847103
Northern America,"Meat indigenous, chicken",2001,15220803
Northern America,"Meat indigenous, chicken",2002,15423503
Northern America,"Meat indigenous, chicken",2003,15653603
Northern America,"Meat indigenous, chicken",2004,16423503
Northern America,"Meat indigenous, chicken",2005,17044402
Northern America,"Meat indigenous, chicken",2006,17173203
Northern America,"Meat indigenous, chicken",2007,17244903
Northern America,"Meat indigenous, chicken",2008,17963515
Northern America,"Meat indigenous, chicken",2009,17302965
Northern America,"Meat indigenous, chicken",2010,17945715
Northern America,"Meat indigenous, chicken",2011,18083665
Northern America,"Meat indigenous, chicken",2012,18162901
Northern America,"Meat indigenous, chicken",2013,18538522
Northern America,"Meat indigenous, goat",1961,1
Northern America,"Meat indigenous, goat",1962,1
Northern America,"Meat indigenous, goat",1963,1
Northern America,"Meat indigenous, goat",1964,1
Northern America,"Meat indigenous, goat",1965,1
Northern America,"Meat indigenous, goat",1966,1
Northern America,"Meat indigenous, goat",1967,1
Northern America,"Meat indigenous, goat",1968,2
Northern America,"Meat indigenous, goat",1969,1
Northern America,"Meat indigenous, goat",1970,1
Northern America,"Meat indigenous, goat",1971,1
Northern America,"Meat indigenous, goat",1972,1
Northern America,"Meat indigenous, goat",1973,1
Northern America,"Meat indigenous, goat",1974,1
Northern America,"Meat indigenous, goat",1975,1
Northern America,"Meat indigenous, goat",1976,1
Northern America,"Meat indigenous, goat",1977,2
Northern America,"Meat indigenous, goat",1978,2
Northern America,"Meat indigenous, goat",1979,2
Northern America,"Meat indigenous, goat",1980,2
Northern America,"Meat indigenous, goat",1981,2
Northern America,"Meat indigenous, goat",1982,2
Northern America,"Meat indigenous, goat",1983,3
Northern America,"Meat indigenous, goat",1984,3
Northern America,"Meat indigenous, goat",1985,3
Northern America,"Meat indigenous, goat",1986,3
Northern America,"Meat indigenous, goat",1987,3
Northern America,"Meat indigenous, goat",1988,3
Northern America,"Meat indigenous, goat",1989,3
Northern America,"Meat indigenous, goat",1990,3
Northern America,"Meat indigenous, goat",1991,3
Northern America,"Meat indigenous, goat",1992,3
Northern America,"Meat indigenous, goat",1993,3
Northern America,"Meat indigenous, goat",1994,3
